Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,0,1,1401,2,4,2,1,3,0,56,3,1,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
58,1,1,289,1,2,3,5,4,1,51,3,1,3,0,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0
38,0,1,1404,2,1,3,1,1,1,59,2,1,1,0,2858,11473,4,0,14,3,1,0,20,3,2,1,0,0,0
35,0,1,1370,1,27,4,1,4,1,49,3,2,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7
20,0,1,805,1,3,3,1,1,1,87,2,1,3,0,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2
31,1,0,335,1,9,2,3,3,1,46,2,1,1,0,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2
56,1,1,310,1,7,2,5,4,1,72,3,1,3,1,2339,3666,8,0,11,3,4,1,14,4,1,10,9,9,8
31,0,1,691,2,7,3,2,4,1,73,3,2,4,2,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7
30,0,2,1312,1,23,3,1,1,1,96,1,1,3,2,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9
54,0,1,431,1,7,4,3,4,0,68,3,2,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7
29,0,0,1496,1,1,1,5,4,1,41,3,2,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9
27,0,1,1054,1,8,3,3,3,0,67,3,1,4,0,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4
53,0,1,661,2,7,2,2,1,0,78,2,3,4,1,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
25,0,1,959,2,28,3,1,1,1,41,2,2,3,1,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2
26,0,1,841,1,6,3,4,3,0,46,2,1,2,1,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3
31,0,1,688,2,7,3,1,3,1,44,2,3,4,2,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1
36,0,2,1195,1,11,3,1,2,1,95,2,2,2,0,6499,22656,1,0,13,3,3,0,6,3,3,6,5,0,3
35,0,2,636,1,4,4,4,4,1,47,2,1,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2
55,0,2,135,1,18,4,3,3,1,62,3,2,2,1,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7
40,0,1,1137,1,1,4,1,1,1,98,3,4,1,2,16823,18991,2,0,11,3,1,1,22,3,3,19,7,11,16
28,1,0,1366,1,24,2,5,2,1,72,2,3,1,0,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9
30,0,1,1092,1,10,3,3,1,0,64,3,3,3,0,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2
32,0,1,638,1,8,2,3,3,0,91,4,2,3,1,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3
38,0,2,471,1,12,3,1,1,1,45,2,2,1,2,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2
36,0,1,1120,2,11,4,2,2,0,100,2,2,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0
29,0,1,1082,1,9,4,3,4,0,43,3,1,3,1,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2
46,0,1,526,2,1,2,2,2,0,92,3,3,1,2,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7
44,0,1,921,1,2,3,1,3,0,96,4,3,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7
34,1,2,296,2,6,2,2,4,0,33,1,1,3,2,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
37,1,1,807,0,6,4,0,3,1,63,3,1,1,2,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2
29,1,2,115,2,13,3,5,1,0,51,3,2,2,0,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0
54,0,1,1147,2,3,3,2,4,0,52,3,2,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
42,0,1,265,2,5,2,2,4,1,90,3,5,3,1,18303,7770,6,0,13,3,2,0,21,3,4,1,0,0,0
45,0,1,549,1,8,4,4,4,1,75,3,2,4,1,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8
44,0,1,528,0,1,3,1,3,0,44,3,1,4,2,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2
34,0,1,1031,1,6,4,1,3,0,45,2,2,2,2,4505,15000,6,0,15,3,3,1,12,3,3,1,0,0,0
34,0,1,1400,2,9,1,1,2,0,70,3,2,3,1,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3
38,0,1,1333,1,1,3,5,4,0,80,3,3,1,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11
27,0,1,199,1,6,3,1,4,1,55,2,1,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
36,0,1,1396,1,5,2,1,4,1,62,3,2,2,0,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7
40,0,1,555,1,2,3,3,2,0,78,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0
56,1,1,1162,1,24,2,1,1,1,97,3,1,4,0,2587,10261,1,0,16,3,4,0,5,3,3,4,2,1,0
32,1,1,1089,1,7,2,1,4,1,79,3,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1
31,0,1,691,1,5,4,5,3,1,86,3,1,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
33,0,1,867,1,8,4,1,4,1,90,4,1,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6
38,0,1,1206,1,9,2,1,2,1,71,3,1,4,2,4771,14293,2,0,19,3,4,2,10,0,4,5,2,0,3
32,0,1,929,2,10,3,2,4,1,55,3,2,4,0,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8
24,1,1,1448,2,1,1,5,1,0,62,3,1,2,0,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4
31,0,2,1327,1,3,4,3,2,1,73,3,3,3,2,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
26,0,2,1283,2,1,3,3,3,1,52,2,2,1,0,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7
38,0,1,243,2,7,4,2,4,0,46,2,2,4,0,4028,7791,0,0,20,4,1,0,8,2,3,7,7,0,5
35,0,1,660,2,7,1,1,4,1,76,3,1,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0
35,0,1,992,1,1,3,3,4,1,68,2,1,1,0,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2
35,0,1,682,2,18,4,3,2,1,71,3,2,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4
51,0,1,1405,1,11,2,5,4,0,82,2,4,2,0,13142,24439,3,0,16,3,2,0,29,1,2,5,2,0,3
31,0,1,480,1,7,2,3,2,0,31,3,2,1,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12
24,0,0,1269,1,4,1,1,1,1,46,2,1,4,1,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4
37,0,0,1040,1,2,2,1,3,1,100,2,2,4,2,5163,15850,5,0,14,3,4,1,17,2,4,1,0,0,0
21,0,1,984,1,1,1,5,4,0,70,2,1,2,0,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2
39,0,0,792,1,1,3,1,4,1,77,3,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8
39,0,2,711,1,4,3,3,1,0,81,3,2,3,0,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8
30,1,1,138,1,22,3,1,1,0,48,3,1,3,1,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1
40,0,1,1308,1,14,3,3,3,1,44,2,5,3,0,19626,17544,1,0,14,3,1,0,21,2,4,20,7,4,9
26,0,1,683,1,2,1,3,1,1,36,2,1,4,0,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1
28,1,1,1434,1,5,4,5,3,1,50,3,1,3,0,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2
30,0,1,946,1,2,3,3,3,0,52,2,2,4,0,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0
30,0,0,641,2,25,2,5,4,0,85,3,2,3,1,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2
28,0,0,1103,1,16,3,3,3,1,49,3,1,3,0,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4
26,0,1,775,2,29,2,3,1,1,45,3,2,3,2,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0
34,0,1,419,1,7,4,1,1,0,53,3,3,2,0,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11
28,0,1,304,2,9,4,1,2,1,92,3,2,4,0,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7
41,0,1,314,0,1,3,0,4,1,59,2,5,3,1,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10
27,0,2,591,1,2,3,3,4,1,87,3,1,4,0,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2
45,0,0,1052,2,6,3,3,4,0,57,2,3,4,0,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
23,1,1,1243,1,6,3,1,3,1,63,4,1,1,1,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
31,0,0,325,1,5,3,3,2,1,74,3,2,1,0,9936,3787,0,0,19,3,2,0,10,2,3,9,4,1,7
44,0,1,1467,1,20,3,1,4,1,49,3,1,2,0,3420,21158,1,0,13,3,3,0,6,3,2,5,2,1,3
44,0,1,1315,1,3,4,4,4,1,35,3,5,4,1,19513,9358,4,1,12,3,1,1,26,2,4,2,2,0,1
30,0,1,231,2,8,2,4,3,1,62,3,3,3,2,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7
49,0,1,1261,1,7,3,4,2,1,31,2,3,3,0,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0
55,1,1,267,2,13,4,2,1,1,85,4,4,3,0,13695,9277,6,1,17,3,3,0,24,2,2,19,7,3,8
45,0,1,1015,1,5,5,3,3,0,50,1,2,1,0,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4
28,0,1,1300,1,17,2,3,3,1,79,3,2,1,2,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8
30,0,0,1400,1,3,3,1,3,1,53,3,1,4,1,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4
49,0,1,809,1,1,3,1,3,1,36,3,4,3,0,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0
30,0,0,111,1,9,3,3,3,1,66,3,2,1,2,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10
31,0,1,616,1,12,3,3,4,0,41,3,2,4,1,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5
28,0,2,773,1,6,3,1,3,1,39,2,1,3,2,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2
47,0,1,983,1,2,2,3,1,0,65,3,2,4,2,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4
45,0,1,176,0,4,3,1,3,0,56,1,3,3,1,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3
41,0,1,548,1,9,4,1,3,1,94,3,1,1,2,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4
45,0,0,248,1,23,2,1,4,1,42,3,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8
29,0,2,442,2,2,2,1,2,1,44,3,2,4,0,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
24,0,1,350,1,21,2,5,3,1,57,2,1,1,2,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0
32,0,0,1200,1,1,4,5,4,1,62,3,2,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2
35,0,1,607,1,9,3,1,4,0,66,2,3,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15
39,0,1,466,1,1,1,1,4,0,65,2,4,4,1,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8
33,0,1,1216,2,8,4,2,3,1,39,3,2,3,2,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2
40,0,2,1469,1,9,4,3,4,1,35,3,1,2,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0
41,1,1,1102,2,1,2,1,2,0,94,3,2,4,0,5993,19479,8,1,11,3,1,0,8,0,1,6,4,0,5
43,0,1,531,2,4,4,2,4,0,56,2,3,4,0,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17
35,0,0,208,1,8,4,1,3,0,52,3,2,3,1,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9
38,0,1,397,1,2,2,3,4,0,54,2,3,3,1,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2
39,1,1,1162,2,3,2,3,4,0,41,3,2,3,1,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0
20,1,2,871,1,6,3,1,4,0,66,2,1,4,0,2926,19783,1,1,18,3,2,0,1,5,3,1,0,1,0
51,0,1,1469,1,8,4,1,2,1,81,2,3,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7
29,0,1,1401,1,6,1,3,2,0,54,3,1,4,1,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8
33,0,1,832,1,5,4,1,3,0,63,2,1,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2
32,0,1,529,1,2,3,5,4,1,78,3,1,1,0,2439,11288,1,0,14,3,4,0,4,4,3,4,2,1,2
43,0,1,1291,1,15,2,1,3,1,65,2,4,3,1,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11
42,0,1,1142,1,8,3,1,4,1,81,3,1,3,0,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0
38,0,2,594,1,2,2,3,3,0,75,2,1,2,1,2468,15963,4,0,14,3,2,1,9,4,2,6,1,0,5
46,0,1,717,1,13,4,1,3,1,34,3,2,2,0,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9
46,0,0,1144,1,7,4,3,3,0,30,3,2,3,1,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0
37,0,1,1017,1,1,2,3,3,0,83,2,1,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2
48,0,1,1355,1,4,4,1,3,1,78,2,3,3,0,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8
32,1,2,1125,1,16,1,1,2,0,72,1,1,1,0,3919,4681,1,1,22,4,2,0,10,5,3,10,2,6,7
29,1,1,408,2,23,1,1,4,0,45,2,3,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10
49,0,2,1064,1,2,1,1,2,1,42,3,5,4,1,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3
36,0,1,188,1,7,4,4,2,1,65,3,1,4,0,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1
40,0,1,118,2,14,2,1,4,0,84,3,2,1,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2
33,0,2,1392,1,3,4,1,4,0,56,3,1,3,1,2909,23159,1,1,11,3,3,0,8,3,3,8,7,3,0
26,0,1,1355,0,25,1,1,3,0,61,3,1,3,1,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7
40,0,2,593,1,9,4,3,2,0,88,3,3,3,0,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13
26,0,1,933,2,1,3,1,3,1,57,3,2,3,1,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7
31,0,2,444,2,5,3,2,4,0,84,3,1,2,2,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
35,0,1,1219,2,18,3,3,3,0,86,3,2,3,1,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0
34,0,1,1326,2,3,3,4,4,1,81,1,2,1,0,4759,15891,3,0,18,3,4,0,15,2,3,13,9,3,12
41,0,1,447,1,5,3,1,2,1,85,4,2,2,0,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2
31,0,1,408,1,9,4,1,3,1,42,2,1,2,0,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2
60,0,1,370,1,1,4,3,3,1,92,1,3,4,2,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0
37,0,2,319,2,4,4,2,1,1,41,3,1,4,2,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
27,0,1,1130,2,8,4,2,2,0,56,3,2,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7
43,1,2,807,1,17,3,5,3,1,38,2,1,3,1,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0
45,0,1,252,1,2,3,1,2,0,95,2,1,3,0,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0
29,0,1,232,1,19,3,5,4,1,34,3,2,4,2,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
59,0,1,1435,2,25,3,1,1,0,99,3,3,1,0,7637,2354,7,0,11,3,4,0,28,3,2,21,16,7,9
33,0,2,1111,2,5,1,1,2,1,61,3,2,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2
52,0,0,771,2,2,4,1,1,1,79,2,5,3,0,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12
43,0,2,422,1,1,3,1,4,0,33,3,2,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2
54,0,0,142,0,26,3,0,4,0,30,4,4,4,0,17328,13871,2,1,12,3,3,0,23,3,3,5,3,4,4
34,0,1,704,2,28,3,2,4,0,95,2,2,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7
24,1,1,240,0,22,1,0,4,1,58,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0
37,0,1,571,1,10,1,1,4,0,82,3,1,1,2,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3
58,1,1,147,1,23,4,3,4,0,94,3,3,4,1,10312,3465,1,0,12,3,4,1,40,3,2,40,10,15,6
54,0,1,971,1,1,3,3,4,0,54,3,4,4,0,17328,5652,6,0,19,3,4,0,29,3,2,20,7,12,7
48,0,2,365,1,4,5,3,3,1,89,2,4,4,1,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2
56,0,1,718,1,4,4,5,4,0,92,3,5,1,2,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2
33,0,1,1069,1,1,3,1,2,0,42,2,2,4,0,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4
39,0,1,1329,2,4,4,1,4,0,47,2,2,3,1,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9
58,0,1,1055,1,1,3,3,4,0,76,3,5,1,1,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5
33,0,1,392,2,2,4,3,4,1,93,3,2,4,2,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4
30,0,1,1358,1,24,1,1,4,1,67,3,1,3,2,2693,13335,1,0,22,4,2,1,1,2,3,1,0,0,0
53,0,1,238,2,1,1,3,4,0,34,3,2,1,0,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10
45,0,1,1457,1,7,3,3,1,0,83,3,1,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2
52,1,1,1030,2,5,3,1,2,1,64,3,3,2,0,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7
44,0,1,986,1,8,4,1,1,1,62,4,1,4,1,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2
28,0,2,193,1,2,3,1,4,1,52,2,1,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2
27,0,1,155,1,4,3,1,2,1,87,4,2,2,1,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3
45,0,1,192,1,10,2,1,1,1,69,3,1,4,1,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2
37,0,1,161,1,10,3,1,3,0,42,4,3,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8
21,1,2,756,2,1,1,5,1,0,99,2,1,2,0,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2
45,0,1,194,1,9,3,1,2,1,60,3,2,2,2,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15
29,0,1,144,2,10,1,2,4,0,39,2,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
36,0,0,1105,1,24,4,1,2,0,47,3,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8
29,1,1,350,0,13,3,0,1,1,56,2,1,1,2,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0
28,0,1,760,2,2,4,2,2,0,81,3,2,2,1,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5
31,0,2,1125,1,1,3,1,4,1,48,1,2,1,1,5003,5771,1,0,21,4,2,0,10,6,3,10,8,8,7
53,0,1,1070,1,3,4,3,3,1,45,3,4,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
30,0,1,305,1,16,3,1,3,1,58,4,2,3,1,5294,9128,3,0,16,3,3,1,10,3,3,7,0,1,7
22,0,1,581,1,1,2,1,4,1,63,3,1,3,0,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2
46,0,1,228,2,3,3,1,3,0,51,3,4,2,1,16606,11380,8,0,12,3,4,1,23,2,4,13,12,5,1
39,0,2,1218,1,1,1,1,2,1,52,3,5,3,2,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6
52,0,1,956,1,6,2,5,4,1,78,3,2,1,2,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9
45,1,2,306,2,26,4,1,1,0,100,3,2,1,1,4286,5630,2,0,14,3,4,2,5,4,3,1,1,0,0
53,0,1,970,1,7,3,1,3,1,59,4,4,3,1,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3
31,1,1,202,1,8,3,1,1,0,34,2,1,2,0,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0
29,0,1,1329,1,7,3,1,3,1,82,3,2,4,2,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0
33,1,1,211,2,16,3,1,1,0,74,3,3,1,0,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0
23,0,1,650,1,9,1,3,2,1,37,3,1,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2
28,0,1,1217,1,1,3,3,3,0,67,3,1,1,1,3591,12719,1,0,25,4,3,1,3,3,3,3,2,1,2
47,0,1,1225,2,2,4,1,2,0,47,4,4,2,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2
35,0,1,750,1,28,3,1,2,1,46,4,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8
50,0,1,1322,1,28,3,1,4,0,43,3,4,1,1,16880,22422,4,1,11,3,2,0,25,2,3,3,2,1,2
57,0,1,334,1,24,2,1,3,1,83,4,3,4,2,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4
29,1,1,318,1,8,4,4,2,1,77,1,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7
37,0,1,1115,1,1,4,1,1,1,51,2,2,3,2,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7
26,0,1,474,1,3,3,1,1,0,89,3,1,4,1,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0
56,0,1,1443,2,11,5,2,4,0,89,2,2,1,1,5380,20328,4,0,16,3,3,1,6,3,3,0,0,0,0
31,0,1,1154,2,2,2,1,1,1,54,3,1,3,1,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2
39,0,2,443,1,8,1,1,3,0,48,3,1,3,1,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7
37,0,1,977,1,1,3,1,4,0,56,2,2,4,1,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11
27,0,2,1131,1,15,3,1,4,0,77,2,1,1,1,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3
34,0,2,426,1,10,4,1,3,1,42,4,2,4,2,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2
26,0,1,572,2,10,3,3,3,1,46,3,2,4,0,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2
30,0,1,413,2,7,1,2,4,1,57,3,1,2,0,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2
27,0,0,1277,1,8,5,1,1,1,87,1,1,3,1,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2
36,0,1,917,1,6,4,1,3,1,60,1,1,3,2,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
34,1,0,967,1,16,4,5,4,1,85,1,1,1,1,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0
28,0,1,1451,1,2,1,1,1,1,67,2,1,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
49,1,2,1475,1,28,2,1,1,1,97,2,2,1,0,4284,22710,3,0,20,4,1,0,20,2,3,4,3,1,3
24,0,0,1092,1,9,3,1,3,1,60,2,1,2,2,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0
30,0,1,1138,1,6,3,5,1,0,48,2,2,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7
42,0,1,810,1,23,5,1,1,0,44,3,4,4,0,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0
26,0,1,157,1,1,3,3,3,1,95,3,1,1,0,2867,20006,0,0,13,3,4,0,8,6,2,7,7,7,6
41,0,1,1283,1,5,5,3,2,1,90,4,1,3,1,2127,5561,2,1,12,3,1,0,7,5,2,4,2,0,3
26,1,1,471,1,24,3,5,3,1,66,1,1,4,0,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0
38,0,2,1394,1,8,3,3,4,0,58,2,2,2,2,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7
50,0,0,881,1,2,4,1,1,1,98,3,4,1,2,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7
26,1,1,1146,2,8,3,5,4,1,38,2,2,1,0,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2
35,0,1,672,1,25,3,5,4,1,78,2,3,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8
58,1,1,286,1,2,4,1,4,1,31,3,5,2,0,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8
54,0,2,966,1,1,4,1,4,0,53,3,3,3,2,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4
24,0,2,535,2,24,3,3,4,1,38,3,1,4,1,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1
28,1,2,1009,1,1,3,3,1,1,45,2,1,2,2,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0
42,0,1,635,2,1,1,1,2,1,99,3,2,3,1,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6
29,1,1,806,1,7,3,5,2,0,39,3,1,3,2,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7
30,1,2,109,1,5,3,3,2,0,60,3,1,2,0,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2
33,0,2,827,1,1,4,4,3,0,84,4,2,2,1,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2
37,0,1,367,1,25,2,3,3,0,52,2,2,4,2,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3
